age,sex,sex_2_TEXT,gender,gender_4_TEXT,relation_1,relation_2,relation_3,relation_4,relation_5,relation_6,relation_7,relation_7_TEXT,kids,soibh_1,soibh_2,soibh_3,soiatt_1,soiatt_2,soiatt_3,soides_1,soides_2,soides_3,sdo_1,sdo_2,sdo_3,sdo_4,sdo_5,sdo_6,sdo_7,sdo_8,sdo_9,sdo_10,sdo_11,sdo_12,sdo_13,sdo_14,moral_7,moral_8,moral_9,moral_10,moral_11,moral_12,moral_1,moral_2,moral_3,moral_4,moral_5,moral_6,sexorien,sexorien_3_TEXT,ethnic,ethnic_0_TEXT,ethnic_1_TEXT,ethnic_2_TEXT,ethnic_3_TEXT,ethnic_6_TEXT,relafil,relafil_9_TEXT,rel_1,polit_1,withdraw,ID,counter,soiatt_3R,soibh,soibh2,soiatt,soides,soitot,sdo_8R,sdo_9R,sdo_10R,sdo_11R,sdo_12R,sdo_13R,sdo_14R,sdo,moral_2R,moral_4R,moral_8R,moral_10R,moral_wo,moral_men
19,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,1,1,8,1,9,2,2,1,1,1,1,1,1,1,3,7,7,7,7,7,7,7,1,6,1,6,1,1,1,6,1,6,1,1,0,NA,0,NA,NA,NA,NA,NA,1,NA,3,4,0,5eda87495833de699dd92655,Male promiscuity first,1,1.333333333,1,3.333333333,1.666666667,2.111111111,1,1,1,1,1,1,1,1.142857143,2,2,2,2,1.333333333,1.333333333
33,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,2,1,8,2,6,6,4,2,1,1,1,1,2,1,1,7,7,7,7,7,7,7,2,7,2,7,1,1,1,7,2,7,1,1,0,NA,0,NA,NA,NA,NA,NA,6,NA,1,2,0,58ee927dedbd82000169ad2d,Female promiscuity first,4,1.333333333,1.5,4.666666667,4,3.333333333,1,1,1,1,1,1,1,1.071428571,1,1,1,1,1.166666667,1.333333333
32,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,5,4,9,4,3,4,7,2,1,1,3,1,3,1,1,7,7,7,7,7,7,7,1,7,1,7,1,7,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5855a17d733c730001a5d2d5,Female promiscuity first,7,3.333333333,4.5,6.666666667,4.333333333,4.777777778,1,1,1,1,1,1,1,1.285714286,1,1,1,1,1,2
19,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,8,8,2,9,7,9,2,1,1,3,2,1,3,6,6,7,7,7,7,7,1,7,2,6,2,2,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,4,0,5efb789be4c8450e986ce093,Male promiscuity first,8,1.333333333,1,8,8.333333333,5.888888889,2,2,1,1,1,1,1,1.571428571,1,1,1,2,1,1.666666667
36,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,9,2,5,1,1,1,2,2,2,4,3,2,2,5,6,7,7,5,6,6,3,6,1,5,4,4,2,6,1,4,3,4,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,56afc8219bf45c000d00d499,Male promiscuity first,5,2,2,5.333333333,1,2.777777778,3,2,1,1,3,2,2,2.214285714,2,4,2,3,2.666666667,2.833333333
30,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,9,9,8,9,3,8,4,7,2,2,3,2,2,3,3,6,6,7,5,4,6,5,2,6,1,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,9,None.,4,5,0,5ea04fac8675f4000ba7651c,Male promiscuity first,7,6.666666667,9,8,6.333333333,7,2,2,1,3,4,2,3,2.428571429,2,2,2,2,2,1.833333333
19,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,4,3,3,9,9,1,8,7,7,7,1,4,4,3,1,1,5,6,7,5,5,5,5,4,7,1,4,4,5,4,7,1,4,4,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5ee7a70c55e80504fa3bc6ab,Male promiscuity first,9,3.333333333,3,9,7.333333333,6.555555556,3,2,1,3,3,3,3,2.785714286,1,4,1,4,3.166666667,3.166666667
35,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,3,3,6,1,9,2,2,2,2,2,1,2,2,1,1,7,7,7,6,7,7,7,5,4,4,3,4,5,5,5,3,4,3,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,2,0,56cb72f1edf8da000b6df137,Male promiscuity first,1,2.333333333,3,2.666666667,2,2.333333333,1,1,1,2,1,1,1,1.357142857,3,4,4,5,3.833333333,4.5
22,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,5,1,9,4,9,2,7,1,4,5,5,1,1,7,5,4,4,2,7,7,7,1,7,1,7,7,7,1,7,1,5,7,0,NA,2,NA,NA,NA,NA,NA,5,NA,5,2,0,5f49c98fc6a7d052d3935266,Female promiscuity first,1,1,1,2.333333333,5,2.777777778,1,3,4,4,6,1,1,3.142857143,7,7,7,7,6.666666667,7
29,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2,4,7,9,9,2,8,7,8,4,5,5,4,1,1,6,4,5,5,3,6,5,5,1,7,2,7,4,5,5,6,1,5,6,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,5,0,5ecabef03e44f0247ee6147b,Female promiscuity first,8,4.333333333,5.5,8.666666667,7.666666667,6.888888889,4,3,3,5,2,3,3,3.5,2,3,1,1,3.666666667,2.333333333
25,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,6,5,4,5,3,7,8,5,5,4,3,5,5,6,6,5,6,5,5,5,6,5,4,6,3,5,3,2,2,6,3,5,3,2,0,NA,0,NA,NA,NA,NA,NA,6,NA,2,5,0,5ee7b0a316b7d10662171450,Male promiscuity first,7,4.333333333,5.5,5.333333333,6.666666667,5.444444444,3,2,3,3,3,2,3,3.785714286,2,3,2,3,2.5,2.833333333
30,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,6,3,6,2,1,1,2,2,1,2,1,1,2,6,6,6,6,6,7,5,2,6,2,6,1,2,2,6,2,5,1,1,0,NA,0,NA,NA,NA,NA,NA,6,NA,2,4,0,5eb6cc071cabb15cbd2dd894,Female promiscuity first,4,1.666666667,1.5,4.333333333,1.333333333,2.444444444,2,2,2,2,2,1,3,1.785714286,2,3,2,2,1.833333333,1.833333333
27,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,1,8,3,5,7,2,2,2,5,5,7,5,5,5,4,5,4,4,3,4,3,3,7,2,4,1,6,7,7,2,4,1,5,7,0,NA,0,european,NA,NA,NA,NA,1,NA,4,5,0,5f01c985f119a1317aa68d30,Female promiscuity first,3,3.666666667,4.5,3.666666667,2,3.111111111,3,4,4,5,4,5,5,4.714285714,6,7,6,7,6,6.166666667
18,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,3,3,3,9,2,4,1,1,1,2,2,2,1,2,1,2,7,7,6,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,9,no religion,1,3,0,5b6224c65256470001bd0641@email.prolific.co,Female promiscuity first,6,3,3,5.666666667,1,3.222222222,1,1,2,1,1,1,1,1.428571429,1,1,1,1,1,1
19,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,4,2,3,2,7,3,2,2,1,1,1,1,1,1,2,4,4,4,5,5,6,5,6,2,6,2,5,5,6,2,6,2,3,6,0,NA,2,NA,NA,NA,NA,NA,5,NA,4,2,0,5efbc3a84e1b6416ad27a3ec,Female promiscuity first,3,2.666666667,3,2.666666667,2.333333333,2.555555556,4,4,4,3,3,2,3,2.214285714,6,6,6,6,5.5,5.666666667
23,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,6,6,9,9,1,7,3,3,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,2,0,5ec7c214ac7e0423adb51bc4,Male promiscuity first,9,4.666666667,6,9,4.333333333,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,6,7,8,7,2,7,4,2,2,1,2,3,1,1,1,6,7,7,6,7,7,6,2,6,2,4,2,3,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,3,4,0,5e2c9c419247f42c1c14c549,Female promiscuity first,8,5,6.5,7.666666667,4.333333333,5.666666667,2,1,1,2,1,1,2,1.5,2,2,2,4,2,2.5
18,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,2,9,4,3,2,3,1,2,1,1,2,2,1,3,7,7,7,7,5,7,5,1,7,1,6,2,2,1,7,1,6,1,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,2,3,0,5e8e3b906f414f0c392eb5b7,Male promiscuity first,7,2,2,6.666666667,2,3.555555556,1,1,1,1,3,1,3,1.642857143,1,2,1,2,1.333333333,1.5
26,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,8,7,4,3,1,2,5,3,3,3,2,2,5,3,5,7,7,7,7,6,2,7,2,7,2,2,1,7,2,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5f32c3e05ea32f045de06491,Female promiscuity first,6,1.666666667,1.5,7,2,3.555555556,5,3,1,1,1,1,2,2.642857143,1,1,1,1,1.166666667,1.666666667
22,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,9,2,2,2,5,5,5,5,3,3,5,3,3,4,3,3,5,3,7,1,6,2,1,2,6,2,5,1,1,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,6,5,0,5ca1f3847a29720017ba6e03,Female promiscuity first,1,1,1,1,2,1.333333333,5,5,4,5,5,3,5,4.5,6,7,7,6,4.5,4.833333333
22,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,1,1,7,6,3,6,5,6,5,5,3,3,2,2,3,5,6,7,5,5,5,5,2,7,1,5,3,3,3,7,1,6,2,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5eee7e5812de8e32ecde556c,Male promiscuity first,7,1.333333333,1,6.666666667,5.666666667,4.555555556,3,2,1,3,3,3,3,2.928571429,1,2,1,3,1.833333333,2.166666667
21,Female,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,4,8,9,8,3,5,4,3,5,4,7,NA,2,2,2,1,1,7,7,6,7,7,1,7,1,6,1,1,1,7,1,1,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,2,0,5d721f78ed8e57001905dae2,Male promiscuity first,7,4.666666667,6,8,4,5.555555556,7,7,1,1,2,1,1,3.230769231,1,7,1,2,2,1.166666667
25,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,9,4,3,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,1,7,1,4,6,7,1,7,1,4,3,0,NA,2,NA,NA,NA,NA,NA,5,NA,6,4,0,593c0c6f1b3dce0001e1ceaa,Female promiscuity first,1,1,1,1,3,1.666666667,1,1,1,1,1,1,1,1,7,7,7,7,5.833333333,6.333333333
29,Male,NA,0,NA,NA,NA,NA,NA,NA,NA,1,Partner,0,2,2,1,3,2,4,6,5,5,3,5,2,1,1,6,3,7,7,7,7,7,7,7,3,4,2,5,3,2,3,4,2,5,3,2,0,NA,0,Nordic,NA,NA,NA,NA,8,NA,1,4,0,5f2ddf38e9d14712d169817c,Female promiscuity first,6,1.666666667,1.5,3.666666667,5.333333333,3.555555556,1,1,1,1,1,1,1,2,4,3,4,3,2.833333333,2.833333333
31,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,5,5,7,7,3,8,5,6,3,3,3,3,2,3,2,4,4,7,6,7,6,7,2,6,2,6,3,4,3,6,2,6,3,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5c1035693ee1040001e4187d,Male promiscuity first,7,4,5,7,6.333333333,5.777777778,4,4,1,2,1,2,1,2.428571429,2,2,2,2,2.833333333,2.5
21,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,7,7,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,4,0,5c2d172ce26399000179a138,Male promiscuity first,7,1.333333333,1,7,3.333333333,3.888888889,4,4,4,4,4,4,4,4,2,2,2,2,2,2.666666667
27,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,9,4,1,5,2,1,4,1,7,1,4,1,2,7,7,7,7,7,7,7,1,7,1,7,1,3,1,7,1,7,1,3,0,NA,0,South African,NA,NA,NA,NA,1,NA,4,4,0,5dbf5e7c22ea183fae8ba4c4,Female promiscuity first,9,1.333333333,1,7.333333333,2.666666667,3.777777778,1,1,1,1,1,1,1,1.928571429,1,1,1,1,1.333333333,1.333333333
29,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,2,3,7,1,5,1,1,1,6,5,7,5,5,5,6,3,2,4,2,4,5,4,5,5,3,5,6,6,5,6,2,5,6,7,0,NA,0,NA,NA,NA,NA,NA,1,NA,5,6,0,5cef11e2b04fdd0016b177ce,Male promiscuity first,5,2.333333333,2.5,4.333333333,1,2.555555556,5,6,4,6,4,3,4,5.071428571,2,3,3,3,4.166666667,4.333333333
NA,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,5,2,3,2,5,4,3,3,5,3,5,2,4,4,3,4,3,3,2,2,2,3,4,3,5,6,2,2,4,5,2,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,5,0,5f47daaeeb2e88225c60d919,Female promiscuity first,7,1.666666667,1.5,4.666666667,3.666666667,3.333333333,4,5,4,5,5,6,6,4.285714286,6,3,5,5,3.666666667,4.5
20,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5,6,9,2,4,1,1,2,1,3,3,1,1,6,6,6,5,7,6,6,4,6,4,4,2,2,4,6,4,4,2,2,0,NA,2,NA,NA,NA,NA,NA,5,NA,5,3,0,5f1534f66bc35e12cc08ea02,Male promiscuity first,1,1,1,4,2.333333333,2.444444444,2,2,2,3,1,2,2,1.857142857,2,4,2,4,3,3
32,Female,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,3,3,6,2,4,7,2,6,2,1,1,1,1,1,1,7,7,7,3,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5e3e2927ddbf6c09f46347d2,Female promiscuity first,6,2.333333333,3,4.666666667,5,4,1,1,1,5,1,1,1,1.357142857,1,1,1,1,1,1
36,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,3,3,5,3,4,4,2,2,1,2,1,2,2,1,1,6,7,7,6,4,6,4,4,6,4,4,4,4,4,7,4,4,4,3,0,NA,0,European,NA,NA,NA,NA,1,NA,4,3,0,5f020cf8869ce2087ed09a96,Male promiscuity first,6,2.666666667,3,4.666666667,2.666666667,3.333333333,2,1,1,2,4,2,4,1.857142857,1,4,2,4,3.333333333,3.666666667
21,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,8,3,8,6,2,7,4,4,6,7,7,7,6,6,5,7,3,6,6,6,5,3,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,NA,Female promiscuity first,8,4.333333333,5.5,7.333333333,5,5.555555556,1,5,2,2,2,3,5,4.571428571,1,1,1,1,1,1
26,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,4,4,7,3,7,2,2,2,5,1,3,5,3,6,1,4,4,4,3,6,4,4,4,6,2,4,4,4,4,6,NA,4,4,2,0,NA,2,NA,NA,NA,NA,NA,0,NA,1,4,0,57bf54d5a170cc000103ea70,Female promiscuity first,3,3.333333333,4,4.333333333,2,3.222222222,4,4,4,5,2,4,4,3.642857143,2,4,2,4,3.2,3.333333333
38,Female,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,3,3,3,9,7,2,4,2,2,4,2,2,2,2,2,4,6,6,6,4,7,5,5,1,6,1,6,1,1,1,6,1,6,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5c0430c71a20110001e9b05a,Male promiscuity first,8,3,3,8,2.666666667,4.555555556,2,2,2,4,1,3,3,2.5,2,2,2,2,1.333333333,1.333333333
31,Female,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,0,3,4,7,9,8,2,8,7,3,4,1,2,1,2,1,2,6,6,7,4,6,7,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,Austrian,NA,NA,NA,NA,8,NA,1,3,0,5f00aa2b61fa111c62aecebb,Female promiscuity first,8,4.666666667,5.5,8.333333333,6,6.333333333,2,2,1,4,2,1,2,1.928571429,1,1,1,1,1,1
23,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,3,5,9,6,1,2,2,2,3,1,1,2,2,1,2,7,7,7,6,6,6,6,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,3,1,0,5f390fcfb9eddd021c327c85,Male promiscuity first,9,3.333333333,4,8,2,4.444444444,1,1,1,2,2,2,2,1.642857143,1,1,1,1,1,1
20,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,9,9,1,6,4,5,1,1,1,1,1,1,1,6,7,7,7,7,7,7,1,6,1,7,2,2,1,6,1,6,1,2,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,3,0,5f0c8f112192c247e2a48e26,Male promiscuity first,9,1.333333333,1.5,9,5,5.111111111,2,1,1,1,1,1,1,1.071428571,2,2,2,1,1.5,1.5
23,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,1,1,8,1,6,1,1,1,3,3,2,5,3,3,3,3,5,7,6,6,7,7,2,7,1,7,2,3,2,7,1,6,1,2,0,NA,0,NA,NA,NA,NA,NA,9,Not Religious,1,3,0,5f0df64e055def075a7a67e2,Female promiscuity first,4,1.333333333,1,4.333333333,1,2.222222222,5,3,1,2,2,1,1,2.642857143,1,2,1,1,1.5,1.666666667
26,Male,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,4,7,7,9,9,1,6,6,2,7,7,7,1,6,7,3,2,4,4,1,7,5,4,3,7,4,3,5,3,3,7,2,1,6,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,5,0,5f325b69b3c9e5067a6fadd3,Male promiscuity first,9,6,7,9,4.666666667,6.555555556,6,4,4,7,1,3,4,4.785714286,1,7,1,5,4,3.5
26,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,5,7,9,7,2,5,3,2,2,3,1,5,2,1,1,7,7,7,7,7,6,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,8,NA,3,3,0,5e3f1b09d859ae188f435677,Female promiscuity first,8,4.666666667,6,8,3.333333333,5.333333333,1,1,1,1,1,2,1,1.642857143,1,1,1,1,1,1
32,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,2,9,9,7,9,2,9,9,9,7,7,7,7,7,7,4,2,2,2,2,1,2,1,2,7,2,6,2,2,2,7,2,5,3,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,4,0,5e8b6ce7cdbb5803f430f43c,Female promiscuity first,8,6.666666667,9,8,9,7.888888889,6,6,6,6,7,6,7,6.428571429,1,3,1,2,2.333333333,1.833333333
26,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,9,8,1,7,6,7,7,5,7,4,6,5,5,6,6,6,5,5,6,4,2,6,2,6,4,4,2,6,1,5,3,3,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,4,0,5b258c9ba7cee100011d8aad,Female promiscuity first,9,1,1,8.666666667,6.666666667,5.444444444,2,2,2,3,3,2,4,4.071428571,2,3,2,2,2.333333333,2.666666667
21,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,4,4,4,9,1,1,7,7,6,4,4,4,4,2,4,3,3,5,5,6,7,5,5,2,6,2,6,2,2,2,6,2,6,2,2,0,NA,0,NA,NA,NA,NA,NA,8,NA,4,4,0,5ece61f1361b30064e120397,Female promiscuity first,9,4,4,6.333333333,6.666666667,5.666666667,5,3,3,2,1,3,3,3.214285714,2,2,2,2,2,2
19,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,8,7,1,7,4,4,2,3,2,4,2,2,3,6,6,6,6,6,6,6,2,6,2,6,2,2,2,6,2,6,2,3,0,NA,0,Portuguese,NA,NA,NA,NA,8,NA,2,4,0,5c770e63a2b09c0001a821cc,Female promiscuity first,9,2.333333333,2,8,5,5.111111111,2,2,2,2,2,2,2,2.285714286,2,2,2,2,2.166666667,2
22,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,3,4,1,1,9,2,3,3,4,5,1,NA,6,NA,5,5,7,7,5,NA,5,5,7,1,7,1,5,5,7,2,7,3,4,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,3,0,5c82b8160562690001186ec7,Female promiscuity first,1,3,3.5,1,2.666666667,2.222222222,3,1,1,3,NA,3,3,3.181818182,6,5,7,7,5.666666667,6.333333333
20,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,3,5,5,9,9,1,9,8,7,2,6,3,6,6,2,7,1,6,5,5,6,5,7,2,7,1,3,3,6,3,7,2,2,5,5,0,NA,1,NA,NA,NA,NA,NA,1,NA,5,5,0,5eb02e12e48e000902d8651b,Male promiscuity first,9,4.333333333,5,9,8,7.111111111,7,2,3,3,2,3,1,3.785714286,1,6,1,5,3.666666667,3
31,Female,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2,2,3,8,8,3,2,3,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,2,6,2,5,2,3,1,7,1,7,1,1,0,NA,5,NA,NA,NA,NA,NA,8,NA,1,1,0,5d723cdec521c0000164e768,Female promiscuity first,7,2.333333333,2.5,7.666666667,2.333333333,4.111111111,1,1,1,1,1,1,1,1.5,1,1,2,3,1,2.333333333
20,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,5,6,5,6,4,2,1,1,1,1,2,1,5,4,4,3,4,3,6,6,4,6,4,5,4,5,3,5,4,5,4,5,0,NA,2,NA,NA,NA,NA,NA,2,NA,3,4,0,5ca3ab263c73ca00165e1f47,Female promiscuity first,5,1.333333333,1.5,5.333333333,4,3.555555556,4,4,5,4,5,2,2,2.714285714,3,3,2,3,3.666666667,3.666666667
29,Male,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,5,1,9,2,1,2,3,2,4,3,3,1,2,4,5,6,4,2,5,4,4,7,2,7,5,5,1,7,4,7,5,5,0,NA,0,NA,NA,NA,NA,NA,8,NA,1,4,0,5acb3b88f69e940001d9b83a,Male promiscuity first,1,1.666666667,1.5,2.333333333,1.666666667,1.888888889,4,3,2,4,6,3,4,3.142857143,1,1,1,1,2.833333333,3
21,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,5,4,3,5,6,6,6,6,6,3,3,3,3,3,3,4,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,4,0,5f37d5b7d064d627ab3e9655,Female promiscuity first,4,4,3.5,5,6,5,2,2,2,2,2,2,2,2.571428571,4,4,4,4,4,4
21,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,4,9,5,7,4,6,2,4,4,3,6,6,4,5,5,5,7,7,7,7,7,1,7,4,6,7,2,2,6,6,6,6,2,0,NA,0,NA,NA,NA,NA,NA,9,none,1,4,0,5f3bb36d3bb11c8f9e5281f6,Male promiscuity first,3,2,2.5,5.666666667,4,3.888888889,3,3,1,1,1,1,1,3.071428571,2,2,1,2,3.333333333,2.833333333
21,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7,7,5,2,2,1,1,1,1,1,3,1,2,6,7,7,6,7,6,6,1,7,2,7,1,2,1,7,2,7,1,2,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,0,5ea9cfe7386479120ae4ac13,Female promiscuity first,5,1,1,6.333333333,1.666666667,3,2,1,1,2,1,2,2,1.5,1,1,1,1,1.333333333,1.333333333
23,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,3,1,5,5,5,7,6,4,5,5,7,3,2,5,2,4,4,4,5,4,6,4,4,6,4,6,4,5,4,6,4,6,4,5,0,NA,0,NA,NA,NA,NA,NA,1,NA,4,5,0,578163a5c6144900014a0d21,Female promiscuity first,5,1.666666667,2,5,5.666666667,4.111111111,4,4,4,3,4,2,4,3.857142857,2,2,2,2,3.5,3.5
23,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,4,4,4,6,6,1,6,1,7,1,1,7,1,1,1,1,3,5,5,5,6,6,6,1,6,1,6,1,1,1,6,1,6,1,1,0,NA,2,NA,NA,NA,NA,NA,1,NA,5,5,0,5ea01111a85f0c000a22f0f5,Male promiscuity first,9,4,4,7,4.666666667,5.222222222,5,3,3,3,2,2,2,2.357142857,2,2,2,2,1.333333333,1.333333333
33,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,2,4,4,9,4,2,5,5,5,6,7,5,7,6,7,7,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,3,0,5cc492b6155841001a26c24a,Female promiscuity first,8,3.333333333,4,7,5,5.111111111,1,1,1,1,1,1,1,3.714285714,1,1,1,1,1,1
23,Male,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3,1,8,7,2,2,2,2,2,3,3,2,4,5,6,6,6,5,6,6,5,5,3,3,3,5,5,5,3,3,3,5,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,3,0,5f120634c71c0201ea40864c,Female promiscuity first,2,1,1,2,3.666666667,2.222222222,3,2,2,2,3,2,2,2.428571429,3,5,3,5,4,4
22,Female,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,2,2,1,9,9,3,2,2,2,2,2,4,2,2,2,2,6,6,6,4,5,5,5,1,7,1,7,1,1,1,7,1,7,1,1,0,NA,0,Lithuanian,NA,NA,NA,NA,1,NA,1,3,0,5ee9e9c1496265000a792544,Male promiscuity first,7,1.666666667,1.5,8.333333333,2,4,2,2,2,4,3,3,3,2.5,1,1,1,1,1,1
26,Male,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1,1,1,6,4,6,4,2,2,2,2,1,2,2,1,1,5,5,6,6,5,6,5,2,6,2,5,2,3,2,6,2,6,2,3,0,NA,0,NA,NA,NA,NA,NA,9,Individualism,3,3,0,5c8a2d11f7ab04001042af3c,Male promiscuity first,4,1,1,4.666666667,2.666666667,2.777777778,3,3,2,2,3,2,3,2.071428571,2,2,2,3,2.166666667,2.333333333
